# NAME: moon.txt
# DATE: 05/06/2018 12:59:07BST
# TYPE: Skycalc Moon radiance
# ORIGIN: skycalc-cli 1.0
# AUTHOR: ESO
# EXTRA: moon_target_sep=30 moon_alt=50 wmin=460 wmax=2470 wdelta=0.024
# Wavelength [um], Flux [photons/s/m2/um/arcsec2] for 50% and 100% illuminated Moon
0.460000,9.0265e+02,1.3630e+04
0.460024,9.0297e+02,1.3634e+04
0.460048,9.0330e+02,1.3638e+04
0.460072,9.0363e+02,1.3643e+04
0.460096,9.0396e+02,1.3647e+04
0.460120,9.0428e+02,1.3652e+04
0.460144,9.0461e+02,1.3656e+04
0.460168,9.0494e+02,1.3660e+04
0.460192,9.0527e+02,1.3665e+04
0.460216,9.0559e+02,1.3669e+04
0.460240,9.0592e+02,1.3674e+04
0.460264,9.0625e+02,1.3678e+04
0.460288,9.0657e+02,1.3682e+04
0.460312,9.0690e+02,1.3687e+04
0.460336,9.0723e+02,1.3691e+04
0.460360,9.0756e+02,1.3695e+04
0.460384,9.0788e+02,1.3700e+04
0.460408,9.0821e+02,1.3704e+04
0.460432,9.0854e+02,1.3709e+04
0.460456,9.0886e+02,1.3713e+04
0.460480,9.0919e+02,1.3717e+04
0.460504,9.0952e+02,1.3722e+04
0.460528,9.0984e+02,1.3726e+04
0.460552,9.1017e+02,1.3731e+04
0.460576,9.1050e+02,1.3735e+04
0.460600,9.1083e+02,1.3739e+04
0.460624,9.1115e+02,1.3744e+04
0.460648,9.1135e+02,1.3746e+04
0.460672,9.1151e+02,1.3748e+04
0.460696,9.1166e+02,1.3750e+04
0.460720,9.1182e+02,1.3752e+04
0.460744,9.1198e+02,1.3753e+04
0.460768,9.1213e+02,1.3755e+04
0.460792,9.1229e+02,1.3757e+04
0.460816,9.1244e+02,1.3759e+04
0.460840,9.1260e+02,1.3761e+04
0.460864,9.1276e+02,1.3762e+04
0.460888,9.1291e+02,1.3764e+04
0.460912,9.1307e+02,1.3766e+04
0.460936,9.1322e+02,1.3768e+04
0.460960,9.1338e+02,1.3770e+04
0.460984,9.1354e+02,1.3771e+04
0.461008,9.1369e+02,1.3773e+04
0.461032,9.1385e+02,1.3775e+04
0.461056,9.1401e+02,1.3777e+04
0.461080,9.1417e+02,1.3779e+04
0.461104,9.1432e+02,1.3780e+04
0.461128,9.1448e+02,1.3782e+04
0.461152,9.1464e+02,1.3784e+04
0.461176,9.1480e+02,1.3786e+04
0.461200,9.1496e+02,1.3788e+04
0.461224,9.1512e+02,1.3790e+04
0.461248,9.1527e+02,1.3791e+04
0.461272,9.1543e+02,1.3793e+04
0.461296,9.1559e+02,1.3795e+04
0.461320,9.1575e+02,1.3797e+04
0.461344,9.1591e+02,1.3799e+04
0.461368,9.1607e+02,1.3801e+04
0.461392,9.1622e+02,1.3802e+04
0.461416,9.1638e+02,1.3804e+04
0.461440,9.1654e+02,1.3806e+04
0.461464,9.1670e+02,1.3808e+04
0.461488,9.1686e+02,1.3810e+04
0.461512,9.1701e+02,1.3812e+04
0.461536,9.1717e+02,1.3813e+04
0.461560,9.1733e+02,1.3815e+04
0.461584,9.1749e+02,1.3817e+04
0.461608,9.1765e+02,1.3819e+04
0.461632,9.1783e+02,1.3821e+04
0.461656,9.1836e+02,1.3828e+04
0.461680,9.1888e+02,1.3836e+04
0.461704,9.1940e+02,1.3843e+04
0.461728,9.1992e+02,1.3850e+04
0.461752,9.2044e+02,1.3858e+04
0.461776,9.2097e+02,1.3865e+04
0.461800,9.2149e+02,1.3872e+04
0.461824,9.2201e+02,1.3880e+04
0.461848,9.2253e+02,1.3887e+04
0.461872,9.2305e+02,1.3894e+04
0.461896,9.2357e+02,1.3901e+04
0.461920,9.2409e+02,1.3909e+04
0.461944,9.2462e+02,1.3916e+04
0.461968,9.2514e+02,1.3923e+04
0.461992,9.2566e+02,1.3931e+04
0.462016,9.2618e+02,1.3938e+04
0.462040,9.2671e+02,1.3945e+04
0.462064,9.2723e+02,1.3953e+04
0.462088,9.2775e+02,1.3960e+04
0.462112,9.2827e+02,1.3967e+04
0.462136,9.2879e+02,1.3974e+04
0.462160,9.2931e+02,1.3982e+04
0.462184,9.2983e+02,1.3989e+04
0.462208,9.3035e+02,1.3996e+04
0.462232,9.3086e+02,1.4003e+04
