# NAME: MORFEO_t5000.txt
# DATE: 07/05/2025
# VERSION: 1.0
# ORIGIN: MORFEO_transmission.xlsx
#
# Wavelength[um],emissivity
9.239999999999998215e-01,4.1106E-01
9.249999999999998224e-01,4.0646E-01
9.259999999999998233e-01,4.0154E-01
9.269999999999998241e-01,3.9605E-01
9.279999999999998250e-01,3.9068E-01
9.289999999999998259e-01,3.8753E-01
9.299999999999998268e-01,3.8483E-01
9.309999999999998277e-01,3.8190E-01
9.319999999999998286e-01,3.7944E-01
9.329999999999998295e-01,3.7741E-01
9.339999999999998304e-01,3.7579E-01
9.349999999999998312e-01,3.7400E-01
9.359999999999998321e-01,3.7252E-01
9.369999999999998330e-01,3.7290E-01
9.379999999999998339e-01,3.7347E-01
9.389999999999998348e-01,3.7183E-01
9.399999999999998357e-01,3.7015E-01
9.409999999999998366e-01,3.7022E-01
9.419999999999998375e-01,3.6999E-01
9.429999999999998384e-01,3.6867E-01
9.439999999999998392e-01,3.6695E-01
9.449999999999998401e-01,3.6484E-01
9.459999999999998410e-01,3.6236E-01
9.469999999999998419e-01,3.5847E-01
9.479999999999998428e-01,3.5447E-01
9.489999999999998437e-01,3.5265E-01
9.499999999999998446e-01,3.5340E-01
9.509999999999998455e-01,3.5292E-01
9.519999999999998463e-01,3.5232E-01
9.529999999999998472e-01,3.5290E-01
9.539999999999998481e-01,3.5325E-01
9.549999999999998490e-01,3.5332E-01
9.559999999999998499e-01,3.5338E-01
9.569999999999998508e-01,3.5408E-01
9.579999999999998517e-01,3.5460E-01
9.589999999999998526e-01,3.5307E-01
9.599999999999998535e-01,3.5146E-01
9.609999999999998543e-01,3.4969E-01
9.619999999999998552e-01,3.4794E-01
9.629999999999998561e-01,3.4757E-01
9.639999999999998570e-01,3.4727E-01
9.649999999999998579e-01,3.4707E-01
9.659999999999998588e-01,3.4693E-01
9.669999999999998597e-01,3.4542E-01
9.679999999999998606e-01,3.4393E-01
9.689999999999998614e-01,3.4422E-01
9.699999999999998623e-01,3.4446E-01
9.709999999999998632e-01,3.4403E-01
9.719999999999998641e-01,3.4351E-01
9.729999999999998650e-01,3.4168E-01
9.739999999999998659e-01,3.3975E-01
9.749999999999998668e-01,3.3975E-01
9.759999999999998677e-01,3.3952E-01
9.769999999999998685e-01,3.3913E-01
9.779999999999998694e-01,3.3863E-01
9.789999999999998703e-01,3.3762E-01
9.799999999999998712e-01,3.3660E-01
9.809999999999998721e-01,3.3728E-01
9.819999999999998730e-01,3.3801E-01
9.829999999999998739e-01,3.3644E-01
9.839999999999998748e-01,3.3494E-01
9.849999999999998757e-01,3.3478E-01
9.859999999999998765e-01,3.3466E-01
9.869999999999998774e-01,3.3532E-01
9.879999999999998783e-01,3.3601E-01
9.889999999999998792e-01,3.3498E-01
9.899999999999998801e-01,3.3389E-01
9.909999999999998810e-01,3.3426E-01
9.919999999999998819e-01,3.3450E-01
9.929999999999998828e-01,3.3363E-01
9.939999999999998836e-01,3.3263E-01
9.949999999999998845e-01,3.3186E-01
9.959999999999998854e-01,3.3117E-01
9.969999999999998863e-01,3.3213E-01
9.979999999999998872e-01,3.3293E-01
9.989999999999998881e-01,3.3134E-01
9.999999999999998890e-01,3.2961E-01
1.001000000000000112e+00,3.2914E-01
1.001999999999999780e+00,3.2858E-01
