# NAME: H4RG_QE_design.txt
# DATE: 15/03/19 14:58:00
# TYPE: H4RG QE curve
# ORIGIN: H4RG_AR and cutoff model (V3).xlsx
# VERSION: 1.0
# 
# Wavelength[um] QE_percent
0.4,74.7685478048
0.4006945372,74.2369953597
0.4013914905,73.6839714267
0.4020908725,73.115774283
0.402792696,72.531558021
0.4034969738,71.9311352108
0.4042037187,71.3184911462
0.4049129437,70.6875289545
0.405624662,70.0470459591
0.4063388866,69.396076337
0.4070556309,68.733916496
0.4077749083,68.0657941548
0.408496732,67.3910000566
0.4092211158,66.7115219531
0.4099480732,66.0244652088
0.4106776181,65.3363444945
0.4114097641,64.648805306
0.4121445253,63.9585016151
0.4128819158,63.2711093614
0.4136219495,62.5874621896
0.4143646409,61.9081069012
0.4151100042,61.2341846863
0.4158580538,60.5676938634
0.4166088043,59.9092259073
0.4173622705,59.2604406112
0.4181184669,58.6225412623
0.4188774085,57.9956803691
0.4196391104,57.3827381899
0.4204035874,56.7804269065
0.421170855,56.1926210568
0.4219409283,55.6184003992
0.4227138227,55.0579508535
0.4234895539,54.5148951511
0.4242681375,53.9866810187
0.4250495891,53.4762593508
0.4258339248,52.9817044007
0.4266211604,52.5033351002
0.4274113122,52.0431543549
0.4282043962,51.597289094
0.429000429,51.1707490258
0.4297994269,50.759418679
0.4306014066,50.191478567
0.4314063848,49.8031243703
0.4322143783,49.4291139672
0.4330254042,49.0739945223
0.4338394794,48.7328218179
0.4346566213,48.4067086691
0.4354768471,48.0960495576
0.4363001745,47.7984176826
0.437126621,47.5171151156
0.4379562044,47.2482796458
0.4387889425,46.99286637
0.4396248535,46.7503966715
0.4404639554,46.5223665295
0.4413062665,46.3111245254
0.4421518055,46.1106508932
0.4430005907,45.9215311334
0.4438526409,45.7434249561
0.4447079751,45.575675123
0.4455666122,45.4163348564
0.4464285714,45.2720163884
0.4472938721,45.1351108347
0.4481625336,45.0081026928
0.4490345757,44.8907632883
0.449910018,44.7828821826
0.4507888805,44.6845996966
0.4516711834,44.5956346699
0.4525569467,44.5156468937
0.4534461911,44.4446567235
0.4543389368,44.3817975552
0.4552352049,44.3277937865
0.456135016,44.2823720474
0.4570383912,44.2453447454
0.4579453519,44.2167853961
0.4588559192,44.1960312661
0.4597701149,44.1840641468
0.4606879607,44.1785018877
0.4616094784,44.1803842695
0.4625346901,44.1902105296
0.4634636181,44.2071873673
0.4643962848,44.2323336289
0.4653327129,44.264502807
0.4662729251,44.3043592432
0.4672169444,44.3518254413
0.468164794,44.4057266824
0.4691164973,44.4676717513
0.4700720777,44.5364295919
0.4710315591,44.6125531497
0.4719949654,44.6956387036
0.4729623207,44.7850486173
0.4739336493,44.8822075972
0.4749089758,44.9843986855
0.4758883249,45.0940320231
0.4768717215,45.2104411139
0.4778591908,45.3330386578
0.4788507582,45.463299362
0.4798464491,45.59830062
0.4808462895,45.8218653355
0.4818503052,45.9515963863
0.4828585225,46.0868481692
0.4838709677,46.2295993035
0.4848876677,46.3760196885
0.4859086492,46.5298956158
0.4869339393,46.6896654145
0.4879635654,46.8556998157
0.488997555,47.0296585878
0.490035936,47.2075212467
0.4910787363,47.3935985185
0.4921259843,47.5859850064
0.4931777084,47.7857438478
0.4942339374,47.9941914106
0.4952947003,48.2091063287
0.4963600265,48.433523811
0.4974299453,48.666182911
0.4985044865,48.9072196826
0.4995836803,49.1574696324
0.5006675567,49.4294220832
0.5017561465,49.7201991339
0.5028494804,50.0220807177
0.5039475895,50.335212958
0.5050505051,50.6597729624
0.5061582588,50.799983859
0.5072708827,51.1697555757
0.5083884087,51.5533329078
0.5095108696,51.9508661569
0.5106382979,52.3979505911
0.5117707267,52.8253535925
0.5129081894,53.2661760834
0.5140507197,53.7225801299
0.5151983514,54.1938163069
