#wavelength [um], 0.67Ó: oh, ow, mh, mw, mq, lh, lp, lw, m2h, m2w, m2q, same for 0.85Ó, same for 0.95Ó, same for 1.10Ó
1.40000e+00,6.53833e-02,2.54650e+00,9.84095e-06,4.16221e+02,2.19250e+00,4.70803e-06,2.90000e+02,5.10408e+01,2.07984e-02,4.35000e+00,1.50360e+00,5.18985e-02,2.54650e+00,1.07842e-05,4.39420e+02,2.19250e+00,5.31428e-06,2.90000e+02,5.18974e+01,2.17743e-02,4.35000e+00,1.47811e+00,3.95292e-02,2.54650e+00,1.21242e-05,4.66306e+02,2.19250e+00,5.54163e-06,2.90000e+02,5.47770e+01,1.43714e-02,4.35000e+00,1.42909e+00,2.80363e-02,2.54650e+00,1.26286e-05,4.88117e+02,2.19250e+00,5.40097e-06,2.90000e+02,5.80779e+01,1.09840e-02,4.35000e+00,1.31890e+00
1.50000e+00,7.09574e-02,2.72115e+00,9.32939e-06,4.34452e+02,2.18925e+00,4.37165e-06,3.11000e+02,5.46139e+01,2.29026e-02,4.58500e+00,1.50380e+00,5.92057e-02,2.72115e+00,1.04471e-05,4.53525e+02,2.18925e+00,4.94501e-06,3.11000e+02,5.49366e+01,2.26956e-02,4.58500e+00,1.48524e+00,4.72254e-02,2.72115e+00,1.18754e-05,4.81958e+02,2.18925e+00,5.42222e-06,3.11000e+02,5.69974e+01,1.53029e-02,4.58500e+00,1.43797e+00,3.45933e-02,2.72115e+00,1.26707e-05,5.09163e+02,2.18925e+00,5.44863e-06,3.11000e+02,5.97817e+01,1.23971e-02,4.58500e+00,1.35050e+00
1.60000e+00,7.57441e-02,2.89580e+00,8.85010e-06,4.52579e+02,2.18600e+00,4.04814e-06,3.32000e+02,5.84864e+01,2.48882e-02,4.82000e+00,1.50690e+00,6.43457e-02,2.89580e+00,9.98341e-06,4.71434e+02,2.18600e+00,4.65251e-06,3.32000e+02,5.82727e+01,2.45359e-02,4.82000e+00,1.49140e+00,5.34309e-02,2.89580e+00,1.15529e-05,4.98254e+02,2.18600e+00,5.24301e-06,3.32000e+02,5.96138e+01,1.70276e-02,4.82000e+00,1.44627e+00,4.10796e-02,2.89580e+00,1.25471e-05,5.23505e+02,2.18600e+00,5.41489e-06,3.32000e+02,6.16755e+01,1.36948e-02,4.82000e+00,1.36950e+00
1.70000e+00,7.98580e-02,3.07045e+00,8.39791e-06,4.70762e+02,2.18275e+00,3.74585e-06,3.53000e+02,6.26149e+01,2.67257e-02,5.05500e+00,1.50720e+00,6.87015e-02,3.07045e+00,9.49611e-06,4.90632e+02,2.18275e+00,4.38707e-06,3.53000e+02,6.18124e+01,2.67309e-02,5.05500e+00,1.49658e+00,5.90725e-02,3.07045e+00,1.11691e-05,5.15373e+02,2.18275e+00,5.03124e-06,3.53000e+02,6.24605e+01,1.86887e-02,5.05500e+00,1.45399e+00,4.69365e-02,3.07045e+00,1.23310e-05,5.38635e+02,2.18275e+00,5.31437e-06,3.53000e+02,6.40581e+01,1.51650e-02,5.05500e+00,1.39130e+00
1.80000e+00,8.33216e-02,3.24510e+00,7.98553e-06,4.88706e+02,2.17950e+00,3.46651e-06,3.74000e+02,6.69886e+01,2.84058e-02,5.29000e+00,1.50890e+00,7.44739e-02,3.24510e+00,8.89105e-06,5.16091e+02,2.17950e+00,4.17292e-06,3.74000e+02,6.58440e+01,2.69370e-02,5.29000e+00,1.50079e+00,6.39355e-02,3.24510e+00,1.07678e-05,5.32760e+02,2.17950e+00,4.79907e-06,3.74000e+02,6.55881e+01,2.03001e-02,5.29000e+00,1.46113e+00,5.25604e-02,3.24510e+00,1.20383e-05,5.54662e+02,2.17950e+00,5.17055e-06,3.74000e+02,6.66502e+01,1.65609e-02,5.29000e+00,1.40690e+00
1.90000e+00,8.65294e-02,3.41975e+00,7.59239e-06,5.06956e+02,2.17625e+00,3.21322e-06,3.95000e+02,7.15536e+01,2.99338e-02,5.52500e+00,1.50350e+00,7.78599e-02,3.41975e+00,8.67568e-06,5.25759e+02,2.17625e+00,3.81419e-06,3.95000e+02,6.98038e+01,2.88391e-02,5.52500e+00,1.50403e+00,6.84285e-02,3.41975e+00,1.03612e-05,5.50417e+02,2.17625e+00,4.56070e-06,3.95000e+02,6.89781e+01,2.20686e-02,5.52500e+00,1.46770e+00,5.77271e-02,3.41975e+00,1.17101e-05,5.71082e+02,2.17625e+00,4.99622e-06,3.95000e+02,6.95646e+01,1.80259e-02,5.52500e+00,1.42350e+00
2.00000e+00,8.90468e-02,3.59440e+00,7.24012e-06,5.23915e+02,2.17300e+00,2.98195e-06,4.16000e+02,7.62038e+01,3.13168e-02,5.76000e+00,1.50090e+00,8.14044e-02,3.59440e+00,8.18078e-06,5.47932e+02,2.17300e+00,3.62510e-06,4.16000e+02,7.38042e+01,3.02378e-02,5.76000e+00,1.50629e+00,7.23703e-02,3.59440e+00,9.95664e-06,5.67283e+02,2.17300e+00,4.32243e-06,4.16000e+02,7.24333e+01,2.36320e-02,5.76000e+00,1.47368e+00,6.22994e-02,3.59440e+00,1.13307e-05,5.87484e+02,2.17300e+00,4.80838e-06,4.16000e+02,7.23889e+01,1.94953e-02,5.76000e+00,1.42720e+00
2.10000e+00,9.06072e-02,3.76905e+00,6.93366e-06,5.41133e+02,2.16975e+00,2.76878e-06,4.37000e+02,8.12308e+01,3.37542e-02,5.99500e+00,1.50070e+00,8.47574e-02,3.76905e+00,7.82875e-06,5.65873e+02,2.16975e+00,3.38622e-06,4.37000e+02,7.82766e+01,3.12709e-02,5.99500e+00,1.50757e+00,7.60420e-02,3.76905e+00,9.56455e-06,5.85280e+02,2.16975e+00,4.09136e-06,4.37000e+02,7.62264e+01,2.50574e-02,5.99500e+00,1.47909e+00,6.64558e-02,3.76905e+00,1.09656e-05,6.04659e+02,2.16975e+00,4.60704e-06,4.37000e+02,7.57256e+01,2.08749e-02,5.99500e+00,1.43910e+00
2.20000e+00,9.28286e-02,3.94370e+00,6.61401e-06,5.59686e+02,2.16650e+00,2.58385e-06,4.58000e+02,8.62904e+01,3.48351e-02,6.23000e+00,1.49100e+00,8.69266e-02,3.94370e+00,7.51086e-06,5.83393e+02,2.16650e+00,3.16401e-06,4.58000e+02,8.30010e+01,3.28474e-02,6.23000e+00,1.50788e+00,7.90343e-02,3.94370e+00,9.19106e-06,6.03264e+02,2.16650e+00,3.86890e-06,4.58000e+02,8.02221e+01,2.66606e-02,6.23000e+00,1.48392e+00,7.00643e-02,3.94370e+00,1.05931e-05,6.22221e+02,2.16650e+00,4.40466e-06,4.58000e+02,7.92105e+01,2.24020e-02,6.23000e+00,1.44670e+00
2.30000e+00,9.54117e-02,4.11835e+00,6.30886e-06,5.79065e+02,2.16325e+00,2.42924e-06,4.79000e+02,9.15837e+01,3.45724e-02,6.46500e+00,1.48840e+00,8.96501e-02,4.11835e+00,7.20442e-06,6.01155e+02,2.16325e+00,2.96150e-06,4.79000e+02,8.78184e+01,3.34601e-02,6.46500e+00,1.50721e+00,8.21109e-02,4.11835e+00,8.85110e-06,6.20801e+02,2.16325e+00,3.65493e-06,4.79000e+02,8.44922e+01,2.77395e-02,6.46500e+00,1.48817e+00,7.35505e-02,4.11835e+00,1.02333e-05,6.39716e+02,2.16325e+00,4.20252e-06,4.79000e+02,8.29283e+01,2.37064e-02,6.46500e+00,1.45580e+00
2.40000e+00,9.71835e-02,4.29300e+00,6.12146e-06,5.93627e+02,2.16000e+00,2.25698e-06,5.00000e+02,9.72809e+01,3.56004e-02,6.70000e+00,1.49130e+00,9.22865e-02,4.29300e+00,6.86826e-06,6.23164e+02,2.16000e+00,2.79503e-06,5.00000e+02,9.30761e+01,3.42694e-02,6.70000e+00,1.50557e+00,8.43885e-02,4.29300e+00,8.50104e-06,6.39196e+02,2.16000e+00,3.45723e-06,5.00000e+02,8.87681e+01,2.92447e-02,6.70000e+00,1.49184e+00,7.65920e-02,4.29300e+00,9.81976e-06,6.60172e+02,2.16000e+00,4.04592e-06,5.00000e+02,8.66095e+01,2.48616e-02,6.70000e+00,1.45980e+00
